magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,Year:nst,Year:sig,Year:magnitude,nst:sig,nst:magnitude,sig:magnitude
7.0,8,7,768,117,0.509,17.0,14.0,-9.7963,159.596,2022,11,1,236574,1552896,14154.0,89856,819.0,5376.0
6.9,4,4,735,99,2.229,34.0,25.0,-4.9559,100.738,2022,11,0,200178,1486170,13951.800000000001,72765,683.1,5071.5
7.0,3,3,755,147,3.125,18.0,579.0,-20.0508,-178.346,2022,11,1,297234,1526610,14154.0,110985,1029.0,5285.0
7.3,5,5,833,149,1.865,21.0,37.0,-19.2918,-172.129,2022,11,1,301278,1684326,14760.6,124117,1087.7,6080.9
6.6,0,2,670,131,4.998,27.0,624.464,-25.5948,178.278,2022,11,1,264882,1354740,13345.199999999999,87770,864.5999999999999,4422.0
7.0,4,3,755,142,4.578,26.0,660.0,-26.0442,178.381,2022,11,1,287124,1526610,14154.0,107210,994.0,5285.0
6.8,1,3,711,136,4.678,22.0,630.379,-25.9678,178.363,2022,11,1,274992,1437642,13749.6,96696,924.8,4834.8
6.7,7,6,797,145,1.151,37.0,20.0,7.6712,-82.3396,2022,10,1,293190,1611534,13547.4,115565,971.5,5339.900000000001
6.8,8,7,1179,175,2.137,92.0,20.0,18.33,-102.913,2022,9,1,353850,2383938,13749.6,206325,1190.0,8017.2
7.6,9,8,1799,271,1.153,69.0,26.943,18.3667,-103.252,2022,9,1,547962,3637578,15367.199999999999,487529,2059.6,13672.4
6.9,9,9,887,215,0.401,34.0,10.0,23.1444,121.307,2022,9,1,434730,1793514,13951.800000000001,190705,1483.5,6120.3
6.5,7,7,756,178,0.43,54.0,10.0,23.029,121.348,2022,9,1,359916,1528632,13143.0,134568,1157.0,4914.0
7.0,7,5,761,192,2.977,45.0,137.0,-21.2077,170.239,2022,9,1,388224,1538742,14154.0,146112,1344.0,5327.0
7.6,8,8,965,272,3.158,12.0,116.0,-6.2237,146.471,2022,9,1,549984,1951230,15367.199999999999,262480,2067.2,7334.0
6.6,9,8,1043,141,8.454,34.0,12.0,29.7263,102.279,2022,9,0,285102,2108946,13345.199999999999,147063,930.5999999999999,6883.799999999999
6.6,7,6,672,68,5.293,34.0,30.0,-32.6922,-178.959,2022,8,1,137496,1358784,13345.199999999999,45696,448.79999999999995,4435.2
7.0,9,8,1351,152,5.276,22.0,33.729,17.5978,120.809,2022,7,1,307344,2731722,14154.0,205352,1064.0,9457.0
6.5,3,2,653,236,1.999,31.0,622.73,-9.0618,-71.1647,2022,6,0,477192,1320366,13143.0,154108,1534.0,4244.5
7.2,7,5,876,144,2.494,40.0,236.0,-14.8628,-70.3081,2022,5,1,291168,1771272,14558.4,126144,1036.8,6307.2
6.9,2,5,733,127,0.371,45.0,10.0,-54.1325,159.027,2022,5,1,256794,1482126,13951.800000000001,93091,876.3000000000001,5057.7
6.8,6,5,762,162,1.505,30.0,220.0,-23.6141,-66.7236,2022,5,1,327564,1540764,13749.6,123444,1101.6,5181.599999999999
6.6,6,5,762,0,0.914,94.0,27.0,11.5538,-86.9919,2022,4,1,0,1540764,13345.199999999999,0,0.0,5029.2
7.0,6,4,763,0,2.705,26.0,10.0,-22.5732,170.349,2022,3,1,0,1542786,14154.0,0,0.0,5341.0
6.9,6,4,738,0,2.697,42.0,10.0,-22.72,170.277,2022,3,1,0,1492236,13951.800000000001,0,0.0,5092.2
6.7,8,7,806,0,0.289,32.0,24.0,23.3421,121.636,2022,3,1,0,1629732,13547.4,0,0.0,5400.2
7.3,9,8,2397,0,2.936,29.0,41.0,37.7015,141.587,2022,3,1,0,4846734,14760.6,0,0.0,17498.1
6.7,9,6,708,0,2.188,43.0,28.0,-0.6831,98.6034,2022,3,0,0,1431576,13547.4,0,0.0,4743.6
6.6,2,7,670,0,0.827,46.0,24.0,-30.0528,-177.74,2022,3,1,0,1354740,13345.199999999999,0,0.0,4422.0
6.8,2,3,712,0,5.78,12.0,535.0,-23.7852,-179.968,2022,2,1,0,1439664,13749.6,0,0.0,4841.599999999999
6.5,8,6,690,0,3.026,22.0,110.0,-4.455,-76.9395,2022,2,0,0,1395180,13143.0,0,0.0,4485.0
6.5,7,4,651,0,1.088,57.0,8.0,-29.535,-176.729,2022,1,1,0,1316322,13143.0,0,0.0,4231.5
6.6,8,6,785,0,2.418,22.0,33.0,-6.9291,105.251,2022,1,0,0,1587270,13345.199999999999,0,0.0,5181.0
6.5,0,3,650,97,1.61607,108.0,37.0,52.502,-168.08,2022,1,1,196134,1314300,13143.0,63050,630.5,4225.0
6.5,0,3,650,23,0.0,208.8,37.0,52.502,-168.08,2022,1,1,46506,1314300,13143.0,14950,149.5,4225.0
6.6,8,5,674,0,0.507,49.0,19.0,52.6252,-168.15,2022,1,1,0,1362828,13345.199999999999,0,0.0,4448.4
6.7,0,4,691,50,0.936943,126.0,33.0,52.48,-167.736,2022,1,1,101100,1397202,13547.4,34550,335.0,4629.7
6.7,0,4,691,20,0.0,205.2,33.0,52.48,-167.736,2022,1,1,40440,1397202,13547.4,13820,134.0,4629.7
6.8,7,6,730,0,0.92,61.0,20.0,52.6563,-167.917,2022,1,1,0,1476060,13749.6,0,0.0,4964.0
6.6,6,6,976,0,1.168,21.0,21.0,35.1456,31.9095,2022,1,0,0,1973472,13345.199999999999,0,0.0,6441.599999999999
6.6,9,8,1012,0,2.685,13.0,13.0,37.8167,101.299,2022,1,0,0,2046264,13345.199999999999,0,0.0,6679.2
7.3,8,7,921,0,3.713,19.0,165.49,-7.5924,127.581,2021,12,0,0,1861341,14753.3,0,0.0,6723.3
7.3,9,5,854,0,1.025,32.0,14.27,-7.6033,122.2,2021,12,1,0,1725934,14753.3,0,0.0,6234.2
7.5,8,8,1094,0,4.951,40.0,126.0,-4.4898,-76.8461,2021,11,1,0,2210974,15157.5,0,0.0,8205.0
6.6,7,4,688,0,3.259,15.0,12.0,23.5414,126.48,2021,11,1,0,1390448,13338.599999999999,0,0.0,4540.8
6.9,8,6,995,0,0.0,0.0,51.6,56.2581,-156.492,2021,10,1,0,2010895,13944.900000000001,0,0.0,6865.5
6.9,4,3,740,0,4.778,31.0,535.0,-21.1704,174.54,2021,10,1,0,1495540,13944.900000000001,0,0.0,5106.0
7.3,4,4,826,0,4.493,32.0,527.0,-21.1036,174.895,2021,10,1,0,1669346,14753.3,0,0.0,6029.8
6.5,7,5,684,0,0.993,114.0,21.0,12.1598,-87.8542,2021,9,1,0,1382364,13136.5,0,0.0,4446.0
7.0,8,8,2504,0,0.07,43.0,20.0,16.9502,-99.7877,2021,9,1,0,5060584,14147.0,0,0.0,17528.0
7.1,1,4,776,0,9.799,32.0,6.0,-60.3026,-24.9992,2021,8,1,0,1568296,14349.099999999999,0,0.0,5509.599999999999
6.6,1,3,670,0,8.865,19.0,7.0,-60.1023,-24.4608,2021,8,1,0,1354070,13338.599999999999,0,0.0,4422.0
6.9,8,7,741,0,0.579,54.0,93.0,-14.892,167.085,2021,8,1,0,1497561,13944.900000000001,0,0.0,5112.900000000001
6.9,6,4,734,0,8.363,48.0,16.7,-58.3814,-23.3318,2021,8,1,0,1483414,13944.900000000001,0,0.0,5064.6
7.2,9,8,2331,0,1.178,23.0,10.0,18.3521,-73.4804,2021,8,1,0,4710951,14551.2,0,0.0,16783.2
6.9,5,4,738,0,0.0,0.0,33.3,55.2364,-157.707,2021,8,1,0,1491498,13944.900000000001,0,0.0,5092.2
6.9,5,4,738,0,1.173,36.0,20.74,55.2657,-157.68,2021,8,1,0,1491498,13944.900000000001,0,0.0,5092.2
8.1,0,7,1009,0,7.463,78.0,22.79,-58.4157,-25.3206,2021,8,0,0,2039189,16370.099999999999,0,0.0,8172.9
7.5,9,6,868,0,7.227,38.0,47.23,-57.5959,-25.1874,2021,8,1,0,1754228,15157.5,0,0.0,6510.0
7.1,9,7,846,0,1.273,25.0,55.14,6.4547,126.742,2021,8,1,0,1709766,14349.099999999999,0,0.0,6006.599999999999
8.2,8,6,1237,0,0.875,66.0,46.66,55.4742,-157.917,2021,7,1,0,2499977,16572.199999999997,0,0.0,10143.4
8.2,8,7,1252,0,0.0,0.0,35.0,55.3154,-157.829,2021,7,1,0,2530292,16572.199999999997,0,0.0,10266.4
6.7,8,5,935,0,8.139,12.0,110.0,13.6989,120.713,2021,7,1,0,1889635,13540.7,0,0.0,6264.5
6.7,6,6,830,0,1.395,61.0,10.0,7.5904,-82.8813,2021,7,1,0,1677430,13540.7,0,0.0,5561.0
6.5,0,4,650,0,7.994,24.0,25.0,-30.2144,-177.773,2021,6,1,0,1313650,13136.5,0,0.0,4225.0
6.5,5,7,652,0,4.518,44.0,10.0,-16.4796,-177.356,2021,5,1,0,1317692,13136.5,0,0.0,4238.0
7.3,9,9,1025,0,4.655,9.0,10.0,34.5861,98.2551,2021,5,0,0,2071525,14753.3,0,0.0,7482.5
6.7,8,4,698,0,1.487,37.0,11.0,0.1684,96.6475,2021,5,0,0,1410658,13540.7,0,0.0,4676.6
6.7,9,3,694,0,10.669,45.0,10.0,-17.2495,66.3745,2021,5,0,0,1402574,13540.7,0,0.0,4649.8
6.9,7,6,919,0,2.619,35.0,43.0,38.2296,141.665,2021,5,1,0,1857299,13944.900000000001,0,0.0,6341.1
6.5,4,4,651,0,5.931,20.0,246.0,-21.6857,-177.064,2021,4,0,0,1315671,13136.5,0,0.0,4231.5
6.5,6,4,652,0,10.405,19.0,301.0,-18.9204,-176.235,2021,4,0,0,1317692,13136.5,0,0.0,4238.0
7.0,7,7,1052,0,2.378,35.0,43.0,38.4752,141.607,2021,3,1,0,2126092,14147.0,0,0.0,7364.0
6.6,5,5,672,0,3.183,18.0,13.23,54.7018,163.208,2021,3,1,0,1358112,13338.599999999999,0,0.0,4435.2
6.5,0,4,650,0,11.764,25.0,24.0,-28.4792,-176.619,2021,3,0,0,1313650,13136.5,0,0.0,4225.0
8.1,9,8,1021,0,0.739,21.0,28.93,-29.7466,-177.224,2021,3,1,0,2063441,16370.099999999999,0,0.0,8270.1
7.4,3,7,843,0,0.437,30.0,43.0,-29.6131,-177.842,2021,3,1,0,1703703,14955.400000000001,0,0.0,6238.200000000001
7.3,7,6,932,0,0.918,24.0,10.0,-37.596,179.544,2021,3,1,0,1883572,14753.3,0,0.0,6803.599999999999
7.1,9,8,1612,0,3.085,11.0,43.98,37.6856,141.992,2021,2,1,0,3257852,14349.099999999999,0,0.0,11445.199999999999
7.7,9,4,918,0,7.989,15.0,10.0,-23.2787,171.489,2021,2,1,0,1855278,15561.7,0,0.0,7068.6
6.9,9,5,739,0,1.55,16.0,15.0,-61.8484,-55.559,2021,1,1,0,1493519,13944.900000000001,0,0.0,5099.1
7.0,7,5,802,0,2.821,15.0,80.0,5.0074,127.517,2021,1,1,0,1620842,14147.0,0,0.0,5614.0
6.7,8,8,776,0,2.043,22.0,10.0,51.2407,100.443,2021,1,0,0,1568296,13540.7,0,0.0,5199.2
6.7,5,5,776,0,1.319,19.0,10.0,-39.3264,-74.9067,2020,12,1,0,1567520,13534.0,0,0.0,5199.2
7.0,8,7,1527,0,1.518,18.0,21.0,37.8973,26.7953,2020,10,0,0,3084540,14140.0,0,0.0,10689.0
7.6,9,7,1165,0,0.23,36.0,28.37,54.662,-159.675,2020,10,1,0,2353300,15352.0,0,0.0,8854.0
6.9,0,3,732,0,11.255,16.0,10.0,0.9604,-26.8332,2020,9,1,0,1478640,13938.0,0,0.0,5050.8
6.5,6,6,674,0,0.388,49.0,16.0,-27.9285,-71.3937,2020,9,0,0,1361480,13130.0,0,0.0,4381.0
6.8,6,7,824,0,0.312,69.0,21.0,-28.013,-71.1958,2020,9,1,0,1664480,13736.0,0,0.0,5603.2
6.5,4,5,651,0,15.394,31.0,10.0,0.8696,-29.7046,2020,8,0,0,1315020,13130.0,0,0.0,4231.5
6.9,4,3,749,0,2.267,20.0,624.0,-6.6704,123.493,2020,8,0,0,1512980,13938.0,0,0.0,5168.1
6.9,4,4,735,0,1.716,25.0,26.0,-4.2791,101.215,2020,8,0,0,1484700,13938.0,0,0.0,5071.5
6.8,5,4,716,0,1.816,34.0,22.0,-4.3724,101.095,2020,8,0,0,1446320,13736.0,0,0.0,4868.8
6.6,9,8,784,0,5.128,14.0,10.0,12.0065,124.13,2020,8,1,0,1583680,13332.0,0,0.0,5174.4
7.8,9,7,1111,0,0.621,60.0,28.0,55.1079,-158.477,2020,7,1,0,2244220,15756.0,0,0.0,8665.8
7.0,6,7,820,0,1.671,18.0,73.0,-7.847,147.755,2020,7,1,0,1656400,14140.0,0,0.0,5740.0
6.6,4,2,684,0,1.458,14.0,533.76,-5.6368,110.678,2020,7,0,0,1381680,13332.0,0,0.0,4514.4
7.4,8,8,1494,0,0.151,30.0,20.0,15.9163,-95.9533,2020,6,1,0,3017880,14948.0,0,0.0,11055.6
7.4,7,7,873,0,4.035,23.0,10.0,-33.2938,-177.838,2020,6,1,0,1763460,14948.0,0,0.0,6460.200000000001
6.6,5,4,734,0,2.015,18.0,165.0,28.9386,128.262,2020,6,1,0,1482680,13332.0,0,0.0,4844.4
6.8,6,6,835,0,1.164,21.0,112.0,-23.2966,-68.4204,2020,6,1,0,1686700,13736.0,0,0.0,5678.0
6.5,7,8,1320,27,0.357,55.79,2.7,38.1689,-117.85,2020,5,0,54540,2666400,13130.0,35640,175.5,8580.0
6.6,4,6,671,0,3.403,12.0,107.0,-12.0662,166.648,2020,5,1,0,1355420,13332.0,0,0.0,4428.599999999999
6.8,4,6,738,0,1.921,16.0,96.0,-6.7762,129.785,2020,5,0,0,1490760,13736.0,0,0.0,5018.4
6.5,7,6,678,0,1.293,19.0,10.0,34.1818,25.7101,2020,5,0,0,1369560,13130.0,0,0.0,4407.0
6.5,8,8,1410,0,0.885,31.0,12.06,44.4646,-115.118,2020,3,0,0,2848200,13130.0,0,0.0,9165.0
7.5,6,5,879,0,4.109,12.0,57.8,48.9638,157.695,2020,3,1,0,1775580,15150.0,0,0.0,6592.5
7.0,5,6,770,0,4.501,25.0,143.0,45.6161,148.959,2020,2,1,0,1555400,14140.0,0,0.0,5390.0
7.7,9,6,1812,0,1.657,26.0,14.86,19.4193,-78.756,2020,1,1,0,3660240,15554.0,0,0.0,13952.4
6.7,8,9,1247,0,0.87,49.0,10.0,38.4312,39.0609,2020,1,0,0,2518940,13534.0,0,0.0,8354.9
6.8,9,7,825,0,0.546,39.0,18.0,6.6969,125.174,2019,12,1,0,1665675,13729.199999999999,0,0.0,5610.0
7.1,6,6,799,0,1.271,11.0,33.0,1.6213,126.416,2019,11,1,0,1613181,14334.9,0,0.0,5672.9
6.5,0,2,650,0,4.765,25.0,577.0,-21.9449,-179.511,2019,11,0,0,1312350,13123.5,0,0.0,4225.0
6.6,4,4,673,0,5.086,48.0,10.0,-18.5747,-175.272,2019,11,1,0,1358787,13325.4,0,0.0,4441.8
6.5,9,7,733,0,0.428,19.0,10.0,6.9098,125.178,2019,10,1,0,1479927,13123.5,0,0.0,4764.5
6.6,9,7,780,0,0.646,24.0,15.0,6.7567,125.008,2019,10,1,0,1574820,13325.4,0,0.0,5148.0
6.7,7,6,844,0,1.269,98.0,11.0,-35.4758,-73.163,2019,9,1,0,1704036,13527.300000000001,0,0.0,5654.8
6.5,7,7,656,0,3.909,15.0,12.26,-3.4528,128.37,2019,9,1,0,1324464,13123.5,0,0.0,4264.0
6.6,2,3,671,0,4.121,19.0,591.0,-20.3641,-178.57,2019,9,1,0,1354749,13325.4,0,0.0,4428.599999999999
6.6,0,4,670,0,12.896,19.0,16.0,-60.2152,-26.5801,2019,8,1,0,1352730,13325.4,0,0.0,4422.0
6.9,4,6,875,0,2.839,23.0,49.0,-7.2822,104.791,2019,8,0,0,1766625,13931.1,0,0.0,6037.5
6.8,6,6,947,0,0.817,35.0,25.0,-34.2364,-72.3102,2019,8,1,0,1911993,13729.199999999999,0,0.0,6439.599999999999
6.6,0,4,670,0,6.024,30.0,181.0,-16.1985,167.998,2019,7,1,0,1352730,13325.4,0,0.0,4422.0
7.2,7,7,809,0,1.504,38.0,18.98,-0.5858,128.034,2019,7,1,0,1633371,14536.800000000001,0,0.0,5824.8
6.6,5,5,791,0,2.978,32.0,10.0,-18.2242,120.358,2019,7,0,0,1597029,13325.4,0,0.0,5220.599999999999
6.9,7,5,747,0,1.205,21.0,35.0,0.5126,126.189,2019,7,0,0,1508193,13931.1,0,0.0,5154.3
7.1,9,9,1646,77,0.04616,43.0,8.0,35.7695,-117.599,2019,7,0,155463,3323274,14334.9,126742,546.6999999999999,11686.599999999999
7.3,4,6,952,0,2.629,16.0,212.0,-6.4078,129.169,2019,6,1,0,1922088,14738.699999999999,0,0.0,6949.599999999999
7.3,8,6,830,0,1.402,11.0,46.0,-30.6441,-178.1,2019,6,1,0,1675770,14738.699999999999,0,0.0,6059.0
6.6,7,6,886,0,1.193,22.0,57.92,13.1994,-89.3056,2019,5,1,0,1788834,13325.4,0,0.0,5847.599999999999
8.0,9,8,1890,0,3.18,17.0,122.57,-5.8119,-75.2697,2019,5,1,0,3815910,16152.0,0,0.0,15120.0
7.6,7,7,929,0,0.453,16.0,10.0,-4.051,152.597,2019,5,1,0,1875651,15344.4,0,0.0,7060.4
7.1,7,6,826,0,2.514,16.0,146.0,-6.9746,146.449,2019,5,1,0,1667694,14334.9,0,0.0,5864.599999999999
6.8,5,6,717,0,0.791,28.0,15.46,-1.8146,122.58,2019,4,1,0,1447623,13729.199999999999,0,0.0,4875.599999999999
6.5,0,5,650,0,7.568,18.0,38.0,-58.6262,-25.304,2019,4,1,0,1312350,13123.5,0,0.0,4225.0
7.0,7,4,869,0,2.501,42.0,267.0,-14.7131,-70.1546,2019,3,1,0,1754511,14133.0,0,0.0,6083.0
7.5,7,7,1145,0,2.045,15.0,145.0,-2.1862,-77.0505,2019,2,1,0,2311755,15142.5,0,0.0,8587.5
6.7,6,6,909,0,0.289,43.0,66.0,14.6802,-92.4527,2019,2,1,0,1835271,13527.300000000001,0,0.0,6090.3
6.7,0,3,691,0,7.527,17.0,13.0,-43.1219,42.3568,2019,1,0,0,1395129,13527.300000000001,0,0.0,4629.7
6.7,8,8,1600,0,0.173,22.0,63.0,-30.0404,-71.3815,2019,1,1,0,3230400,13527.300000000001,0,0.0,10720.0
6.6,5,4,671,0,7.818,18.0,35.0,-13.336,166.875,2019,1,1,0,1354749,13325.4,0,0.0,4428.599999999999
6.6,2,4,672,0,1.596,33.0,43.21,2.258,126.758,2019,1,1,0,1356768,13325.4,0,0.0,4435.2
6.8,3,3,715,0,1.181,16.0,570.41,-8.144,-71.587,2019,1,0,0,1443585,13729.199999999999,0,0.0,4862.0
7.0,5,5,803,0,1.769,21.0,60.21,5.8983,126.921,2018,12,1,0,1620454,14126.0,0,0.0,5621.0
7.3,3,7,822,0,4.126,23.0,16.56,55.0999,164.699,2018,12,1,0,1658796,14731.4,0,0.0,6000.599999999999
7.1,0,5,776,0,7.043,20.0,133.0,-58.5446,-26.3856,2018,12,1,0,1565968,14327.8,0,0.0,5509.599999999999
6.6,0,4,670,0,2.679,31.0,10.0,-22.0629,169.733,2018,12,1,0,1352060,13318.8,0,0.0,4422.0
7.5,3,6,871,0,2.405,18.0,10.0,-21.9496,169.427,2018,12,1,0,1757678,15135.0,0,0.0,6532.5
7.1,8,8,1790,0,0.0,0.0,46.7,61.3464,-149.955,2018,11,1,0,3612220,14327.8,0,0.0,12709.0
6.8,0,3,711,0,2.879,39.0,540.0,-17.8735,-178.927,2018,11,1,0,1434798,13722.4,0,0.0,4834.8
6.7,3,4,693,0,7.853,19.0,10.0,71.6312,-11.2431,2018,11,1,0,1398474,13520.6,0,0.0,4643.1
6.8,8,7,954,0,2.268,15.0,14.0,37.5203,20.5565,2018,10,0,0,1925172,13722.4,0,0.0,6487.2
6.5,2,4,655,0,1.692,68.0,10.0,49.297,-129.724,2018,10,0,0,1321790,13117.0,0,0.0,4257.5
6.8,4,4,776,0,1.505,36.0,10.0,49.3346,-129.289,2018,10,1,0,1565968,13722.4,0,0.0,5276.8
6.5,3,4,669,0,1.611,63.0,10.0,49.2586,-129.412,2018,10,1,0,1350042,13117.0,0,0.0,4348.5
6.5,0,4,650,0,2.109,22.0,17.0,-21.7427,169.522,2018,10,1,0,1311700,13117.0,0,0.0,4225.0
6.7,0,3,691,0,2.705,17.0,461.0,52.8549,153.243,2018,10,1,0,1394438,13520.6,0,0.0,4629.7
6.5,0,4,650,0,3.923,14.0,20.0,49.2902,156.297,2018,10,1,0,1311700,13117.0,0,0.0,4225.0
7.0,6,6,758,0,1.778,18.0,39.0,-5.7012,151.205,2018,10,1,0,1529644,14126.0,0,0.0,5306.0
6.7,2,3,691,0,3.745,23.0,550.0,-18.3604,-178.063,2018,9,1,0,1394438,13520.6,0,0.0,4629.7
7.5,8,8,2026,0,1.649,13.0,20.0,-0.2559,119.846,2018,9,0,0,4088468,15135.0,0,0.0,15195.0
6.5,4,1,651,0,5.139,18.0,576.0,-25.415,178.199,2018,9,0,0,1313718,13117.0,0,0.0,4231.5
6.9,3,4,735,0,2.785,18.0,115.0,-31.7447,-179.373,2018,9,0,0,1483230,13924.2,0,0.0,5071.5
6.5,3,6,651,0,1.638,25.0,68.0,-10.0207,161.503,2018,9,1,0,1313718,13117.0,0,0.0,4231.5
7.9,7,4,979,0,1.431,12.0,670.81,-18.4743,179.35,2018,9,1,0,1975622,15942.2,0,0.0,7734.1
6.6,8,9,1075,0,1.13,32.0,35.0,42.6861,141.929,2018,9,1,0,2169350,13318.8,0,0.0,7095.0
7.1,2,5,776,0,2.548,23.0,21.43,-22.0295,170.126,2018,8,1,0,1565968,14327.8,0,0.0,5509.599999999999
7.1,0,3,776,0,3.77,12.0,630.0,-11.0355,-70.8284,2018,8,0,0,1565968,14327.8,0,0.0,5509.599999999999
6.5,6,7,652,0,4.797,10.0,9.0,-16.0315,168.143,2018,8,1,0,1315736,13117.0,0,0.0,4238.0
7.3,8,6,1570,0,1.822,15.0,146.82,10.7731,-62.9019,2018,8,1,0,3168260,14731.4,0,0.0,11461.0
6.9,7,7,1206,0,2.453,31.0,21.0,-8.319,116.627,2018,8,0,0,2433708,13924.2,0,0.0,8321.4
8.2,5,4,1050,0,3.63,13.0,600.0,-18.1125,-178.153,2018,8,1,0,2118900,16547.6,0,0.0,8610.0
6.5,5,3,743,0,2.719,23.0,529.0,-7.3718,119.802,2018,8,0,0,1499374,13117.0,0,0.0,4829.5
6.5,6,6,655,0,0.576,22.0,33.93,51.4234,-178.026,2018,8,1,0,1321790,13117.0,0,0.0,4257.5
6.9,9,8,1704,0,2.271,15.0,34.0,-8.2581,116.438,2018,8,0,0,3438672,13924.2,0,0.0,11757.6
6.9,7,8,1392,63,0.11,210.0,5.81,19.3182,-155.0,2018,5,1,127134,2809056,13924.2,87696,434.70000000000005,9604.800000000001
6.8,5,3,733,0,5.32,16.0,559.0,-20.6588,-63.0058,2018,4,0,0,1479194,13722.4,0,0.0,4984.4
6.9,9,6,741,0,1.487,18.0,35.0,-5.5321,151.5,2018,3,1,0,1495338,13924.2,0,0.0,5112.900000000001
6.7,5,6,696,0,1.507,15.0,40.0,-5.5024,151.402,2018,3,1,0,1404528,13520.6,0,0.0,4663.2
6.8,6,6,719,0,1.049,16.0,22.86,-4.3762,153.2,2018,3,1,0,1450942,13722.4,0,0.0,4889.2
6.7,8,7,697,0,5.457,19.0,20.49,-6.3043,142.612,2018,3,1,0,1406546,13520.6,0,0.0,4669.900000000001
7.5,9,8,943,0,5.48,17.0,25.21,-6.0699,142.754,2018,2,1,0,1902974,15135.0,0,0.0,7072.5
7.2,7,7,1384,0,0.142,82.0,22.0,16.3855,-97.9787,2018,2,1,0,2792912,14529.6,0,0.0,9964.800000000001
7.9,9,4,1870,0,2.585,30.0,14.06,56.0039,-149.166,2018,1,1,0,3773660,15942.2,0,0.0,14773.0
7.1,9,7,1075,0,4.29,23.0,39.0,-15.7675,-74.7092,2018,1,1,0,2169350,14327.8,0,0.0,7632.5
7.5,8,5,1623,0,4.581,12.0,19.0,17.4825,-83.52,2018,1,1,0,3275214,15135.0,0,0.0,12172.5
6.5,8,7,998,0,2.365,28.0,90.0,-7.4921,108.174,2017,12,0,0,2012966,13110.5,0,0.0,6487.0
6.5,1,5,651,0,17.654,23.0,17.0,-54.2189,2.1628,2017,12,1,0,1313067,13110.5,0,0.0,4231.5
7.0,4,6,771,0,0.617,14.0,10.0,-21.3246,168.671,2017,11,1,0,1555107,14119.0,0,0.0,5397.0
6.6,4,5,676,0,0.529,21.0,13.0,-21.5027,168.598,2017,11,1,0,1363492,13312.199999999999,0,0.0,4461.599999999999
6.5,8,8,1153,0,0.225,37.0,19.36,9.5147,-84.4865,2017,11,1,0,2325601,13110.5,0,0.0,7494.5
7.3,8,9,2790,0,0.284,33.0,19.0,34.9109,45.9592,2017,11,0,0,5627430,14724.1,0,0.0,20367.0
6.5,6,5,661,0,4.449,10.0,110.57,-4.2433,143.485,2017,11,1,0,1333237,13110.5,0,0.0,4296.5
6.8,5,5,727,0,4.852,21.0,10.0,-15.3197,-173.168,2017,11,1,0,1466359,13715.6,0,0.0,4943.599999999999
6.6,3,5,674,0,0.788,29.0,22.0,-21.6484,168.859,2017,11,1,0,1359458,13312.199999999999,0,0.0,4448.4
6.7,3,4,691,0,1.062,55.0,24.0,-21.6971,169.148,2017,10,1,0,1393747,13513.9,0,0.0,4629.7
6.7,3,3,694,0,1.634,16.0,553.81,-7.2168,123.074,2017,10,0,0,1399798,13513.9,0,0.0,4649.8
6.5,3,5,651,0,1.154,11.0,119.0,52.3909,176.769,2017,10,1,0,1313067,13110.5,0,0.0,4231.5
7.1,9,8,1686,0,0.984,23.0,48.0,18.5499,-98.4887,2017,9,0,0,3400662,14320.699999999999,0,0.0,11970.599999999999
8.2,9,7,2910,0,0.944,22.0,47.39,15.0222,-93.8993,2017,9,1,0,5869470,16539.399999999998,0,0.0,23861.999999999996
6.5,5,7,707,0,11.411,22.0,9.0,33.1926,103.855,2017,8,0,0,1426019,13110.5,0,0.0,4595.5
6.6,7,7,1064,0,0.913,16.0,7.0,36.9293,27.4139,2017,7,0,0,2146088,13312.199999999999,0,0.0,7022.4
7.7,8,7,918,0,3.564,13.0,10.0,54.4434,168.857,2017,7,1,0,1851606,15530.9,0,0.0,7068.6
6.6,5,4,704,0,3.773,37.0,10.0,-49.4837,164.016,2017,7,1,0,1419968,13312.199999999999,0,0.0,4646.4
