magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,Year:nst,Year:sig,Year:magnitude,nst:sig,nst:magnitude,sig:magnitude
6.5,5,6,675,382,0.0,12.8,15.0,-9.834,159.465,2007,8,0,766674,1354725,13045.5,257850,2483.0,4387.5
8.0,9,8,1385,625,0.0,25.7,39.0,-13.386,-76.603,2007,8,0,1254375,2779695,16056.0,865625,5000.0,11080.0
7.5,0,5,865,228,0.0,30.7,280.0,-5.859,107.419,2007,8,0,457596,1736055,15052.5,197220,1710.0,6487.5
7.2,7,7,803,494,0.0,20.4,120.0,-15.595,167.68,2007,8,0,991458,1611621,14450.4,396682,3556.8,5781.6
6.9,3,5,734,374,0.0,24.1,25.0,2.872,127.464,2007,7,0,750618,1473138,13848.300000000001,274516,2580.6,5064.6
6.8,5,4,779,664,0.0,18.2,350.4,36.808,134.85,2007,7,0,1332648,1563453,13647.6,517256,4515.2,5297.2
6.6,8,8,831,782,0.0,16.7,12.0,37.535,138.446,2007,7,0,1569474,1667817,13246.199999999999,649842,5161.2,5484.599999999999
6.7,6,6,972,468,0.0,37.7,23.0,13.554,-90.618,2007,6,0,939276,1950804,13446.9,454896,3135.6,6512.400000000001
6.9,0,7,732,305,0.0,15.3,10.0,-7.306,155.741,2007,4,0,612135,1469124,13848.300000000001,223260,2104.5,5050.8
6.6,0,7,670,251,0.0,16.0,10.0,-7.169,155.777,2007,4,0,503757,1344690,13246.199999999999,168170,1656.6,4422.0
8.1,9,8,1025,439,0.0,14.7,24.0,-8.466,157.043,2007,4,0,881073,2057175,16256.699999999999,449975,3555.8999999999996,8302.5
6.7,7,8,782,493,0.0,23.9,8.0,37.336,136.588,2007,3,0,989451,1569474,13446.9,385526,3303.1,5239.400000000001
7.1,3,6,779,426,0.0,25.3,34.0,-20.617,169.357,2007,3,0,854982,1563453,14249.699999999999,331854,3024.6,5530.9
6.7,0,6,691,253,0.0,40.3,12.0,-1.034,126.976,2007,2,0,507771,1386837,13446.9,174823,1695.1000000000001,4629.7
7.5,6,5,874,570,0.0,21.6,22.0,1.065,126.282,2007,1,0,1143990,1754118,15052.5,498180,4275.0,6555.0
8.1,4,5,1034,606,0.0,14.0,10.0,46.243,154.524,2007,1,0,1216242,2075238,16256.699999999999,626604,4908.599999999999,8375.4
6.9,6,7,798,466,0.0,31.6,10.0,21.974,120.493,2006,12,0,934796,1600788,13841.400000000001,371868,3215.4,5506.200000000001
7.1,8,7,1023,744,0.0,29.1,10.0,21.799,120.547,2006,12,0,1492464,2052138,14242.599999999999,761112,5282.4,7263.299999999999
8.3,4,7,1064,576,0.0,20.9,10.0,46.592,153.266,2006,11,0,1155456,2134384,16649.800000000003,612864,4780.8,8831.2
6.6,0,6,670,352,0.0,18.6,11.0,-6.482,151.195,2006,11,0,706112,1344020,13239.599999999999,235840,2323.2,4422.0
6.7,5,6,732,444,0.0,53.4,23.0,-13.457,-76.677,2006,10,0,890664,1468392,13440.2,325008,2974.8,4904.400000000001
6.7,5,6,692,533,0.0,15.6,32.0,-5.881,150.982,2006,10,0,1069198,1388152,13440.2,368836,3571.1,4636.400000000001
6.7,8,9,1481,43,0.0,124.0,38.182,19.877,-155.935,2006,10,0,86258,2970886,13440.2,63683,288.1,9922.7
6.9,3,3,737,702,0.0,20.9,28.0,-16.592,-172.033,2006,9,0,1408212,1478422,13841.400000000001,517374,4843.8,5085.3
6.8,0,6,711,459,0.0,28.4,38.0,-6.759,155.512,2006,9,0,920754,1426266,13640.8,326349,3121.2,4834.8
6.5,0,6,650,700,0.0,47.4,43.0,51.148,157.522,2006,8,0,1404200,1303900,13039.0,455000,4550.0,4225.0
6.8,5,5,713,551,0.0,26.2,150.0,-15.798,167.789,2006,8,0,1105306,1430278,13640.8,392863,3746.7999999999997,4848.4
7.7,7,5,947,357,0.0,36.8,20.0,-9.284,107.419,2006,7,0,716142,1899682,15446.2,338079,2748.9,7291.900000000001
6.5,0,6,650,477,0.0,20.3,34.0,-5.724,151.133,2006,5,0,956862,1303900,13039.0,310050,3100.5,4225.0
6.6,0,7,670,548,0.0,28.0,19.0,60.772,165.743,2006,5,0,1099288,1344020,13239.599999999999,367160,3616.7999999999997,4422.0
6.8,4,5,719,701,0.0,16.3,12.0,0.093,97.05,2006,5,0,1406206,1442314,13640.8,504019,4766.8,4889.2
8.0,7,7,1013,626,0.0,20.7,55.0,-20.187,-174.123,2006,5,0,1255756,2032078,16048.0,634138,5008.0,8104.0
8.0,8,9,1026,0,0.0,0.0,60.5,-19.99,-173.907,2006,5,0,0,2058156,16048.0,0,0.0,8208.0
6.5,7,7,653,282,0.0,46.3,12.0,-27.211,-71.056,2006,4,0,565692,1309918,13039.0,184146,1833.0,4244.5
6.7,6,7,696,277,0.0,25.6,12.0,-27.017,-71.022,2006,4,0,555662,1396176,13440.2,192792,1855.9,4663.2
6.6,0,8,670,645,0.0,28.4,11.0,60.491,167.516,2006,4,0,1293870,1344020,13239.599999999999,432150,4257.0,4422.0
7.6,0,8,889,579,0.0,18.5,22.0,60.949,167.089,2006,4,0,1161474,1783334,15245.599999999999,514731,4400.4,6756.4
6.5,3,5,654,247,0.0,25.5,14.0,-16.527,176.989,2006,4,0,495482,1311924,13039.0,161538,1605.5,4251.0
6.7,0,7,691,306,0.0,21.3,30.1,-3.595,127.214,2006,3,0,613836,1386146,13440.2,211446,2050.2000000000003,4629.7
7.0,5,9,891,412,0.0,23.2,11.0,-21.324,33.583,2006,2,0,826472,1787346,14042.0,367092,2884.0,6237.0
6.7,7,6,934,769,0.0,19.7,66.0,36.311,23.212,2006,1,0,1542614,1873604,13440.2,718246,5152.3,6257.8
6.6,7,6,703,323,0.0,48.2,14.0,28.164,-112.117,2006,1,0,647938,1410218,13239.599999999999,227069,2131.7999999999997,4639.8
6.5,6,5,721,529,0.0,20.5,224.6,36.357,71.093,2005,12,0,1060645,1445605,13032.5,381409,3438.5,4686.5
6.8,5,7,744,561,0.0,20.0,22.0,-6.224,29.83,2005,12,0,1124805,1491720,13634.0,417384,3814.7999999999997,5059.2
6.5,4,5,683,464,0.0,48.8,29.0,38.089,142.122,2005,12,0,930320,1369415,13032.5,316912,3016.0,4439.5
6.5,3,6,651,358,0.0,20.7,21.0,2.164,96.786,2005,11,0,717790,1305255,13032.5,233058,2327.0,4231.5
6.8,0,6,711,509,0.0,30.1,147.0,-22.361,-67.895,2005,11,0,1020545,1425555,13634.0,361899,3461.2,4834.8
7.6,9,9,1267,724,0.0,21.1,26.0,34.539,73.588,2005,10,0,1451620,2540335,15238.0,917308,5502.4,9629.199999999999
6.6,0,6,670,402,0.0,17.7,25.0,-5.437,151.84,2005,9,0,806010,1343350,13233.0,269340,2653.2,4422.0
7.5,8,7,1018,696,0.0,26.2,115.0,-5.678,-76.398,2005,9,0,1395480,2041090,15037.5,708528,5220.0,7635.0
7.6,5,7,891,502,0.0,20.0,90.0,-4.539,153.474,2005,9,0,1006510,1786455,15238.0,447282,3815.2,6771.599999999999
7.2,7,7,1104,698,0.0,19.6,36.0,38.276,142.039,2005,8,0,1399490,2213520,14436.0,770592,5025.6,7948.8
7.2,4,5,808,636,0.0,26.4,16.0,7.92,92.19,2005,7,0,1275180,1620040,14436.0,513888,4579.2,5817.6
6.7,3,6,693,398,0.0,22.3,21.0,1.819,97.082,2005,7,0,797990,1389465,13433.5,275814,2666.6,4643.1
6.6,6,5,719,446,0.0,21.1,27.0,11.245,-86.172,2005,7,0,894230,1441595,13233.0,320674,2943.6,4745.4
7.2,5,4,1318,420,0.0,31.4,16.0,41.292,-125.953,2005,6,0,842100,2642590,14436.0,553560,3024.0,9489.6
7.8,8,7,1020,714,0.0,16.1,115.6,-19.987,-69.197,2005,6,0,1431570,2045100,15639.0,728280,5569.2,7956.0
6.9,5,7,740,635,0.0,26.0,30.0,1.989,97.041,2005,5,0,1273175,1483700,13834.5,469900,4381.5,5106.0
6.7,6,5,731,695,0.0,20.9,34.0,0.587,98.459,2005,5,0,1393475,1465655,13433.5,508045,4656.5,4897.7
6.5,3,6,657,478,0.0,21.2,30.0,-1.714,99.779,2005,4,0,958390,1317285,13032.5,314046,3107.0,4270.5
6.7,5,6,717,656,0.0,21.2,19.0,-1.644,99.607,2005,4,0,1315280,1437585,13433.5,470352,4395.2,4803.900000000001
8.6,0,8,1138,510,0.0,22.1,30.0,2.085,97.108,2005,3,0,1022550,2281690,17243.0,580380,4386.0,9786.8
6.6,8,7,805,401,0.0,22.9,10.0,33.807,130.131,2005,3,0,804005,1614025,13233.0,322805,2646.6,5313.0
7.1,0,5,776,569,0.0,18.1,201.7,-6.527,129.933,2005,3,0,1140845,1555880,14235.5,441544,4039.8999999999996,5509.599999999999
6.8,0,6,711,444,0.0,33.8,36.0,2.908,95.592,2005,2,0,890220,1425555,13634.0,315684,3019.2,4834.8
6.5,0,7,650,371,0.0,31.8,10.0,-5.562,122.129,2005,2,0,743855,1303250,13032.5,241150,2411.5,4225.0
6.5,3,5,652,286,0.0,47.3,39.7,4.756,126.421,2005,2,0,573430,1307260,13032.5,186472,1859.0,4238.0
6.7,0,4,691,457,0.0,30.2,206.3,-14.252,167.259,2005,2,0,916285,1385455,13433.5,315787,3061.9,4629.7
7.1,7,3,782,640,0.0,26.4,525.0,5.293,123.337,2005,2,0,1283200,1567910,14235.5,500480,4544.0,5552.2
6.6,6,4,676,225,0.0,78.5,27.8,34.064,141.491,2005,1,0,451125,1355380,13233.0,152100,1485.0,4461.599999999999
6.6,0,5,670,353,0.0,31.9,16.1,8.879,92.375,2004,12,0,707412,1342680,13226.4,236510,2329.7999999999997,4422.0
7.2,5,6,802,385,0.0,27.9,39.2,6.91,92.958,2004,12,0,771540,1607208,14428.800000000001,308770,2772.0,5774.400000000001
9.1,0,8,1274,601,0.0,22.0,30.0,3.295,95.982,2004,12,0,1204404,2553096,18236.399999999998,765674,5469.099999999999,11593.4
8.1,0,5,1009,331,0.0,59.3,10.0,-49.312,161.345,2004,12,0,663324,2022036,16232.4,333979,2681.1,8172.9
6.8,5,6,858,639,0.0,21.8,10.0,18.958,-81.409,2004,12,0,1280556,1719432,13627.199999999999,548262,4345.2,5834.4
6.8,4,7,724,759,0.0,23.6,35.0,42.9,145.228,2004,12,0,1521036,1450896,13627.199999999999,549516,5161.2,4923.2
7.0,4,7,771,929,0.0,23.9,39.0,43.006,145.119,2004,11,0,1861716,1545084,14028.0,716259,6503.0,5397.0
7.1,0,7,776,439,0.0,28.8,10.0,-3.609,135.404,2004,11,0,879756,1555104,14228.4,340664,3116.8999999999996,5509.599999999999
7.1,5,5,782,585,0.0,14.7,10.0,-46.676,164.721,2004,11,0,1172340,1567128,14228.4,457470,4153.5,5552.2
7.2,8,8,820,708,0.0,50.2,15.0,4.695,-77.508,2004,11,0,1418832,1643280,14428.800000000001,580560,5097.6,5904.0
7.5,5,7,870,301,0.0,33.8,10.0,-8.152,124.868,2004,11,0,603204,1743480,15030.0,261870,2257.5,6525.0
6.7,0,6,691,233,0.0,21.5,10.0,-11.128,162.208,2004,11,0,466932,1384764,13426.800000000001,161003,1561.1000000000001,4629.7
6.7,7,4,703,459,0.0,37.3,10.0,49.277,-128.772,2004,11,0,919836,1408812,13426.800000000001,322677,3075.3,4710.1
6.6,0,8,670,782,0.0,37.0,16.0,37.226,138.779,2004,10,0,1567128,1342680,13226.4,523940,5161.2,4422.0
6.7,5,6,705,698,0.0,24.7,94.0,24.53,122.694,2004,10,0,1398792,1412820,13426.800000000001,492090,4676.6,4723.5
7.0,0,6,754,441,0.0,32.2,35.0,11.422,-86.665,2004,10,0,883764,1511016,14028.0,332514,3087.0,5278.0
6.5,5,5,665,526,0.0,18.3,105.0,13.925,120.534,2004,10,0,1054104,1332660,13026.0,349790,3419.0,4322.5
6.8,0,6,711,545,0.0,15.7,36.0,-10.951,162.161,2004,10,0,1092180,1424844,13627.199999999999,387495,3706.0,4834.8
6.6,0,4,670,478,0.0,29.8,10.0,33.205,137.227,2004,9,0,957912,1342680,13226.4,320260,3154.7999999999997,4422.0
7.4,0,5,842,594,0.0,27.5,10.0,33.184,137.071,2004,9,0,1190376,1687368,14829.6,500148,4395.6,6230.8
7.2,0,5,798,643,0.0,28.4,14.0,33.07,136.618,2004,9,0,1288572,1599192,14428.800000000001,513114,4629.6,5745.6
6.5,0,7,650,349,0.0,30.1,5.0,-35.173,-70.525,2004,8,0,699396,1302600,13026.0,226850,2268.5,4225.0
6.5,0,7,650,305,0.0,39.0,13.4,-0.443,133.091,2004,7,0,611220,1302600,13026.0,198250,1982.5,4225.0
6.9,0,5,732,798,0.0,31.2,188.6,55.682,160.003,2004,6,0,1599192,1466928,13827.6,584136,5506.200000000001,5050.8
6.6,0,7,670,282,0.0,46.9,21.0,-37.695,-73.406,2004,5,0,565128,1342680,13226.4,188940,1861.1999999999998,4422.0
6.7,0,5,691,386,0.0,27.6,65.8,-9.362,122.839,2004,4,0,773544,1384764,13426.800000000001,266726,2586.2000000000003,4629.7
6.5,0,4,650,424,0.0,29.9,228.4,-13.174,167.198,2004,4,0,849696,1302600,13026.0,275600,2756.0,4225.0
6.6,0,4,670,728,0.0,18.3,187.1,36.512,71.029,2004,4,0,1458912,1342680,13226.4,487760,4804.8,4422.0
6.7,0,7,691,256,0.0,33.3,25.7,-3.665,135.339,2004,2,0,513024,1384764,13426.800000000001,176896,1715.2,4629.7
7.3,0,7,820,390,0.0,23.0,10.0,-4.003,135.023,2004,2,0,781560,1643280,14629.199999999999,319800,2847.0,5986.0
7.0,0,7,754,367,0.0,33.0,16.6,-3.615,135.538,2004,2,0,735468,1511016,14028.0,276718,2569.0,5278.0
6.7,0,6,691,243,0.0,42.5,17.4,-3.12,127.4,2004,1,0,486972,1384764,13426.800000000001,167913,1628.1000000000001,4629.7
7.3,0,4,820,235,0.0,46.6,10.0,-22.015,169.766,2003,12,0,470705,1642460,14621.9,192700,1715.5,5986.0
6.6,0,9,670,552,0.0,44.8,10.0,28.995,58.311,2003,12,0,1105656,1342010,13219.8,369840,3643.2,4422.0
6.5,0,6,650,405,0.0,48.4,33.0,8.416,-82.824,2003,12,0,811215,1301950,13019.5,263250,2632.5,4225.0
6.5,7,9,1390,65,0.04685,71.0,8.382,35.7005,-121.101,2003,12,0,130195,2784170,13019.5,90350,422.5,9035.0
6.8,0,7,711,447,0.0,27.7,10.0,23.039,121.362,2003,12,0,895341,1424133,13620.4,317817,3039.6,4834.8
6.6,0,6,670,384,0.0,25.1,35.0,-5.581,150.88,2003,11,0,769152,1342010,13219.8,257280,2534.3999999999996,4422.0
6.5,0,6,650,487,0.0,45.9,35.0,12.025,125.416,2003,11,0,975461,1301950,13019.5,316550,3165.5,4225.0
6.6,0,5,670,475,0.0,26.2,113.7,-19.262,168.892,2003,11,0,951425,1342010,13219.8,318250,3135.0,4422.0
7.0,0,5,754,568,0.0,61.2,10.0,37.812,142.619,2003,10,0,1137704,1510262,14021.0,428272,3976.0,5278.0
6.7,0,6,691,556,0.0,55.4,32.0,42.648,144.57,2003,10,0,1113668,1384073,13420.1,384196,3725.2000000000003,4629.7
6.7,0,7,691,643,0.0,24.5,10.0,50.211,87.721,2003,10,0,1287929,1384073,13420.1,444313,4308.1,4629.7
6.5,0,5,650,586,0.0,71.3,25.0,42.45,144.38,2003,9,0,1173758,1301950,13019.5,380900,3809.0,4225.0
7.3,0,7,820,667,0.0,24.5,16.0,50.038,87.813,2003,9,0,1336001,1642460,14621.9,546940,4869.099999999999,5986.0
7.4,0,7,842,514,0.0,78.8,33.0,41.774,143.593,2003,9,0,1029542,1686526,14822.2,432788,3803.6000000000004,6230.8
8.16,0,9,1024,0,0.0,0.0,27.0,41.815,143.91,2003,9,0,0,2051072,16344.48,0,0.0,8355.84
6.6,0,7,670,518,0.0,24.7,10.0,19.917,95.672,2003,9,0,1037554,1342010,13219.8,347060,3418.7999999999997,4422.0
7.2,0,7,798,428,0.0,17.5,28.0,-45.104,167.144,2003,8,0,857284,1598394,14421.6,341544,3081.6,5745.6
7.6,0,6,889,315,0.0,25.2,10.0,-60.532,-43.411,2003,8,0,630945,1780667,15222.8,280035,2394.0,6756.4
6.5,0,6,650,156,0.0,31.4,33.0,-3.828,152.174,2003,7,0,312468,1301950,13019.5,101400,1014.0,4225.0
6.8,0,7,711,398,0.0,39.1,33.0,-30.608,-71.637,2003,6,0,797194,1424133,13620.4,282978,2706.4,4834.8
6.9,0,5,732,733,0.0,26.7,174.8,55.492,159.999,2003,6,0,1468199,1466196,13820.7,536556,5057.7,5050.8
6.6,0,6,670,419,0.0,27.8,33.0,-5.095,152.502,2003,6,0,839257,1342010,13219.8,280730,2765.3999999999996,4422.0
7.0,0,6,754,473,0.0,30.3,31.0,2.354,128.855,2003,5,0,947419,1510262,14021.0,356642,3311.0,5278.0
7.0,0,7,754,690,0.0,19.1,68.0,38.849,141.568,2003,5,0,1382070,1510262,14021.0,520260,4830.0,5278.0
6.8,0,9,711,534,0.0,19.4,12.0,36.964,3.634,2003,5,0,1069602,1424133,13620.4,379674,3631.2,4834.8
6.5,0,7,650,247,0.0,28.7,33.0,-8.294,120.743,2003,3,0,494741,1301950,13019.5,160550,1605.5,4225.0
6.8,0,7,711,431,0.0,38.4,40.2,-4.694,153.238,2003,3,0,863293,1424133,13620.4,306441,2930.7999999999997,4834.8
7.6,0,7,889,551,0.0,0.0,24.0,18.77,-104.104,2003,1,0,1103653,1780667,15222.8,489839,4187.599999999999,6756.4
6.5,0,6,650,316,0.0,0.0,24.0,13.626,-90.774,2003,1,0,632948,1301950,13019.5,205400,2054.0,4225.0
7.3,0,6,820,457,0.0,0.0,33.0,-10.491,160.77,2003,1,0,915371,1642460,14621.9,374740,3336.1,5986.0
6.7,0,5,691,323,0.0,0.0,71.9,-5.311,153.701,2003,1,0,646969,1384073,13420.1,223193,2164.1,4629.7
6.7,0,6,691,453,0.0,0.0,34.0,-4.786,153.275,2002,12,0,906906,1383382,13413.4,313023,3035.1,4629.7
7.9,8,9,1750,0,0.0,0.0,4.2,63.5141,-147.453,2002,11,0,0,3503500,15815.800000000001,0,0.0,13825.0
7.4,0,7,842,418,0.0,0.0,30.0,2.824,96.085,2002,11,0,836836,1685684,14814.800000000001,351956,3093.2000000000003,6230.8
6.6,0,7,670,0,0.0,0.0,4.2,63.5144,-147.912,2002,10,0,0,1341340,13213.199999999999,0,0.0,4422.0
6.7,0,7,691,250,0.0,0.0,10.0,-1.511,133.973,2002,10,0,500500,1383382,13413.4,172750,1675.0,4629.7
7.6,0,7,889,375,0.0,0.0,10.0,-1.757,134.297,2002,10,0,750750,1779778,15215.199999999999,333375,2850.0,6756.4
6.5,0,6,650,646,0.0,0.0,21.0,13.036,93.068,2002,9,0,1293292,1301300,13013.0,419900,4199.0,4225.0
7.6,0,7,889,428,0.0,0.0,13.0,-3.302,142.945,2002,9,0,856856,1779778,15215.199999999999,380492,3252.7999999999997,6756.4
6.5,0,4,650,260,0.0,0.0,30.0,14.101,146.199,2002,8,0,520520,1301300,13013.0,169000,1690.0,4225.0
6.5,0,7,650,533,0.0,0.0,10.0,7.929,-82.793,2002,7,0,1067066,1301300,13013.0,346450,3464.5,4225.0
6.5,0,8,650,555,0.0,0.0,10.0,35.626,49.047,2002,6,0,1111110,1301300,13013.0,360750,3607.5,4225.0
6.6,0,7,670,420,0.0,0.0,54.0,-30.805,-71.124,2002,6,0,840840,1341340,13213.199999999999,281400,2772.0,4422.0
6.7,0,5,691,272,0.0,0.0,33.0,-12.592,166.383,2002,6,0,544544,1383382,13413.4,187952,1822.4,4629.7
7.1,0,7,776,257,0.0,0.0,85.7,13.088,144.619,2002,4,0,514514,1553552,14214.199999999999,199432,1824.6999999999998,5509.599999999999
6.7,0,7,691,462,0.0,0.0,62.0,-27.535,-70.586,2002,4,0,924924,1383382,13413.4,319242,3095.4,4629.7
6.8,0,6,711,292,0.0,0.0,24.9,16.985,-100.865,2002,4,0,584584,1423422,13613.6,207612,1985.6,4834.8
7.1,0,6,776,550,0.0,0.0,32.8,24.279,122.179,2002,3,0,1101100,1553552,14214.199999999999,426800,3905.0,5509.599999999999
6.5,0,5,650,486,0.0,0.0,125.1,-21.663,-68.329,2002,3,0,972972,1301300,13013.0,315900,3159.0,4225.0
7.5,0,7,865,321,0.0,0.0,31.0,6.033,124.249,2002,3,0,642642,1731730,15015.0,277665,2407.5,6487.5
7.4,0,5,842,138,0.0,0.0,225.6,36.502,70.482,2002,3,0,276276,1685684,14814.800000000001,116196,1021.2,6230.8
6.6,0,6,670,444,0.0,0.0,39.0,-5.345,151.248,2002,2,0,888888,1341340,13213.199999999999,297480,2930.3999999999996,4422.0
6.5,0,7,650,482,0.0,0.0,5.0,38.573,31.271,2002,2,0,964964,1301300,13013.0,313300,3133.0,4225.0
6.7,0,8,691,333,0.0,0.0,11.0,-3.212,142.427,2002,1,0,666666,1383382,13413.4,230103,2231.1,4629.7
6.6,0,6,670,386,0.0,0.0,10.0,-17.664,168.004,2002,1,0,772772,1341340,13213.199999999999,258620,2547.6,4422.0
7.2,0,6,798,427,0.0,0.0,21.0,-17.6,167.856,2002,1,0,854854,1597596,14414.4,340746,3074.4,5745.6
6.8,0,7,711,385,0.0,0.0,16.0,-9.613,159.53,2001,12,0,770385,1422711,13606.8,273735,2618.0,4834.8
6.8,0,5,711,499,0.0,0.0,14.0,23.954,122.734,2001,12,0,998499,1422711,13606.8,354789,3393.2,4834.8
6.5,0,5,650,605,0.0,0.0,123.8,39.402,141.089,2001,12,0,1210605,1300650,13006.5,393250,3932.5,4225.0
7.8,0,9,936,368,0.0,0.0,10.0,35.946,90.541,2001,11,0,736368,1872936,15607.8,344448,2870.4,7300.8
7.0,0,7,754,254,0.0,0.0,33.0,-5.912,150.196,2001,10,0,508254,1508754,14007.0,191516,1778.0,5278.0
7.5,0,6,865,234,0.0,0.0,33.0,-4.102,123.907,2001,10,0,468234,1730865,15007.5,202410,1755.0,6487.5
7.0,0,6,754,482,0.0,0.0,37.0,12.686,144.98,2001,10,0,964482,1508754,14007.0,363428,3374.0,5278.0
6.5,0,6,650,174,0.0,0.0,33.0,-0.578,133.13,2001,9,0,348174,1300650,13006.5,113100,1131.0,4225.0
6.6,6,6,754,0,0.0,0.0,131.8,58.775,-154.701,2001,7,0,0,1508754,13206.599999999999,0,0.0,4976.4
6.5,0,8,650,483,0.0,0.0,10.0,39.059,24.244,2001,7,0,966483,1300650,13006.5,313950,3139.5,4225.0
7.6,0,7,889,398,0.0,0.0,33.0,-17.543,-72.077,2001,7,0,796398,1778889,15207.599999999999,353822,3024.7999999999997,6756.4
6.6,0,7,670,324,0.0,0.0,62.0,-16.086,-73.987,2001,7,0,648324,1340670,13206.599999999999,217080,2138.4,4422.0
6.7,0,6,691,422,0.0,0.0,24.0,-17.745,-71.649,2001,6,0,844422,1382691,13406.7,291602,2827.4,4629.7
8.4,0,8,1086,518,0.0,0.0,33.0,-16.265,-73.641,2001,6,0,1036518,2173086,16808.4,562548,4351.2,9122.4
6.7,0,6,691,282,0.0,0.0,17.0,-7.41,155.865,2001,4,0,564282,1382691,13406.7,194862,1889.4,4629.7
6.8,0,7,711,596,0.0,0.0,50.0,34.083,132.526,2001,3,0,1192596,1422711,13606.8,423756,4052.7999999999997,4834.8
6.5,0,6,650,206,0.0,0.0,33.0,-4.029,128.02,2001,3,0,412206,1300650,13006.5,133900,1339.0,4225.0
6.8,7,7,1441,67,0.0,31.0,51.798,47.149,-122.727,2001,2,0,134067,2883441,13606.8,96547,455.59999999999997,9798.8
7.1,0,7,776,426,0.0,0.0,35.0,1.271,126.249,2001,2,0,852426,1552776,14207.099999999999,330576,3024.6,5509.599999999999
7.4,0,6,842,221,0.0,0.0,36.0,-4.68,102.562,2001,2,0,442221,1684842,14807.400000000001,186082,1635.4,6230.8
6.6,0,8,670,273,0.0,0.0,10.0,13.671,-88.938,2001,2,0,546273,1340670,13206.599999999999,182910,1801.8,4422.0
7.7,0,9,912,472,0.0,0.0,16.0,23.419,70.232,2001,1,0,944472,1824912,15407.7,430464,3634.4,7022.400000000001
6.9,0,6,732,117,0.0,0.0,28.0,-4.022,101.776,2001,1,0,234117,1464732,13806.900000000001,85644,807.3000000000001,5050.8
7.7,0,8,912,427,0.0,0.0,60.0,13.049,-88.66,2001,1,0,854427,1824912,15407.7,389424,3287.9,7022.400000000001
6.9,5,7,745,0,0.0,0.0,36.4,56.7744,-153.281,2001,1,0,0,1490745,13806.900000000001,0,0.0,5140.5
7.1,0,7,776,372,0.0,0.0,103.0,-14.928,167.17,2001,1,0,744372,1552776,14207.099999999999,288672,2641.2,5509.599999999999
6.8,0,5,711,64,0.0,0.0,33.0,6.631,126.899,2001,1,0,128064,1422711,13606.8,45504,435.2,4834.8
7.5,0,7,865,324,0.0,0.0,33.0,6.898,126.579,2001,1,0,648324,1730865,15007.5,280260,2430.0,6487.5
